steps,return
57600.0,-10.311100000000001
115200.0,-9.503500000000003
172800.0,-9.4223
230400.0,-9.266200000000005
288000.0,-9.1749
345600.0,-9.531100000000004
403200.0,-9.5063
460800.0,-9.768399999999998
518400.0,-9.1291
576000.0,-9.3256
633600.0,-8.5429
691200.0,-8.497700000000002
748800.0,-8.303800000000003
806400.0,-8.309899999999999
864000.0,-8.594100000000003
921600.0,-8.625600000000004
979200.0,-8.864099999999997
1036800.0,-8.2428
1094400.0,-8.476999999999999
1152000.0,-7.680200000000003
1209600.0,-7.706400000000001
1267200.0,-7.450600000000001
1324800.0,-7.4921
1382400.0,-7.836700000000001
1440000.0,-7.874700000000001
1497600.0,-8.265699999999997
