steps,return
12600.0,-8.485100000000003
25200.0,-7.650500000000006
37800.0,-6.980199999999998
50400.0,-6.672699999999999
63000.0,-6.7244
75600.0,-6.734099999999999
88200.0,-6.770300000000003
100800.0,-6.281899999999998
113400.0,-6.1945
126000.0,-5.690100000000004
138600.0,-5.363700000000004
151200.0,-5.368500000000002
163800.0,-5.035199999999998
176400.0,-5.245399999999998
189000.0,-5.129899999999998
201600.0,-5.273600000000002
214200.0,-4.857299999999995
226800.0,-5.2607000000000035
239400.0,-4.5354
252000.0,-4.0707
264600.0,-4.754599999999997
277200.0,-4.132500000000001
289800.0,-4.651600000000002
302400.0,-4.0803
315000.0,-4.845200000000002
327600.0,-3.9697999999999993
340200.0,-4.359700000000004
352800.0,-4.077699999999997
365400.0,-3.1553
378000.0,-4.0299999999999985
390600.0,-3.3407000000000004
403200.0,-4.211599999999997
415800.0,-3.6125999999999987
428400.0,-4.2010999999999985
441000.0,-3.4553000000000007
453600.0,-3.3627000000000002
466200.0,-2.9635000000000007
478800.0,-2.684700000000001
491400.0,-2.4539999999999997
504000.0,-2.8521999999999985
516600.0,-3.047499999999998
529200.0,-3.099400000000001
541800.0,-3.2986999999999997
554400.0,-3.085199999999998
567000.0,-2.3536000000000015
579600.0,-1.760800000000001
592200.0,-2.0563
604800.0,-1.639599999999999
617400.0,-2.902199999999999
630000.0,-2.6645999999999996
642600.0,-3.0937999999999994
655200.0,-2.977299999999999
667800.0,-3.107100000000001
680400.0,-2.211299999999998
693000.0,-1.7630000000000003
705600.0,-2.0528
718200.0,-1.6244999999999996
730800.0,-2.5706000000000016
743400.0,-2.7070999999999983
756000.0,-3.127699999999998
768600.0,-3.0164000000000004
781200.0,-3.404699999999997
793800.0,-2.0794000000000006
806400.0,-1.8247000000000002
819000.0,-1.9078000000000013
831600.0,-1.7720000000000002
844200.0,-2.468000000000002
856800.0,-2.805799999999999
869400.0,-3.318499999999999
882000.0,-2.8436000000000003
894600.0,-3.3971000000000013
907200.0,-2.0164
919800.0,-1.7615
932400.0,-1.8983000000000005
945000.0,-1.6906000000000003
957600.0,-2.548100000000001
970200.0,-2.7157999999999998
982800.0,-3.2355999999999985
995400.0,-2.8876
1008000.0,-3.4300000000000006
1020600.0,-1.9974999999999987
1033200.0,-1.7964
1045800.0,-1.8196999999999997
1058400.0,-1.7345000000000013
1071000.0,-2.4153999999999995
1083600.0,-2.7041999999999997
1096200.0,-2.9673
1108800.0,-2.938399999999999
1121400.0,-3.407799999999998
1134000.0,-1.999199999999999
1146600.0,-1.7753999999999994
1159200.0,-1.7553999999999994
1171800.0,-1.7852999999999994
1184400.0,-2.4231000000000003
1197000.0,-2.7290000000000005
1209600.0,-2.9925999999999995
1222200.0,-2.9147000000000003
1234800.0,-3.3683
1247400.0,-1.9940000000000018
1260000.0,-1.7643000000000009
1272600.0,-1.8054999999999997
1285200.0,-1.790100000000001
1297800.0,-2.3338999999999985
1310400.0,-2.717600000000002
1323000.0,-3.0173000000000023
1335600.0,-2.883499999999999
1348200.0,-3.359500000000001
1360800.0,-1.9934000000000014
1373400.0,-1.7595
1386000.0,-1.8128999999999997
1398600.0,-1.7695000000000005
1411200.0,-2.405
1423800.0,-2.6288000000000022
1436400.0,-2.9587999999999988
1449000.0,-2.877
1461600.0,-3.2929000000000013
1474200.0,-1.9943000000000006
1486800.0,-1.7658000000000003
1499400.0,-1.8022000000000005
1512000.0,-1.8289000000000002
1524600.0,-2.3156
1537200.0,-2.6127000000000016
1549800.0,-2.953999999999998
1562400.0,-2.8407
1575000.0,-3.261099999999999
1587600.0,-1.9421999999999993
1600200.0,-1.7504
1612800.0,-1.780100000000001
1625400.0,-1.8420000000000005
1638000.0,-2.3156
1650600.0,-2.5953000000000017
1663200.0,-2.8870999999999998
1675800.0,-2.856699999999999
1688400.0,-3.215200000000001
1701000.0,-1.942800000000001
1713600.0,-1.7512000000000003
1726200.0,-1.7618000000000005
1738800.0,-1.8171000000000008
1751400.0,-2.3455999999999992
1764000.0,-2.6255
1776600.0,-2.9078999999999984
1789200.0,-2.7805999999999984
1801800.0,-3.200299999999999
1814400.0,-1.8945000000000018
1827000.0,-1.7552999999999994
1839600.0,-1.7874999999999999
1852200.0,-1.851500000000001
1864800.0,-2.2773000000000008
1877400.0,-2.6004
1890000.0,-2.8210999999999977
1902600.0,-2.7812000000000014
1915200.0,-3.112699999999998
1927800.0,-1.8815
1940400.0,-1.7537999999999998
1953000.0,-1.7445000000000017
1965600.0,-1.8514000000000004
1978200.0,-2.3237
1990800.0,-2.5329000000000006
2003400.0,-2.8293999999999992
2016000.0,-2.8196999999999988
2028600.0,-3.1727
2041200.0,-1.9357
2053800.0,-1.7397000000000002
2066400.0,-1.7126000000000008
2079000.0,-1.8033000000000001
2091600.0,-2.302799999999999
2104200.0,-2.546800000000002
2116800.0,-2.8379000000000003
2129400.0,-2.7728
2142000.0,-3.1496999999999993
2154600.0,-1.8941000000000003
2167200.0,-1.7448000000000001
2179800.0,-1.7375999999999996
2192400.0,-1.8881000000000006
2205000.0,-2.2768000000000006
2217600.0,-2.497200000000001
2230200.0,-2.859400000000001
