steps,return
12600.0,-8.823100000000004
25200.0,-8.4985
37800.0,-8.463800000000003
50400.0,-8.087700000000002
63000.0,-8.7015
75600.0,-8.7192
88200.0,-9.200800000000001
100800.0,-8.778499999999998
113400.0,-8.751899999999996
126000.0,-7.659299999999998
138600.0,-7.316
151200.0,-7.296100000000002
163800.0,-7.329099999999997
176400.0,-7.658699999999998
189000.0,-7.728000000000002
201600.0,-8.0266
214200.0,-7.608699999999998
226800.0,-7.803199999999999
239400.0,-7.0737
252000.0,-6.8273
264600.0,-6.797499999999999
277200.0,-6.6458999999999975
289800.0,-6.965400000000001
302400.0,-7.138999999999998
315000.0,-7.4585
327600.0,-7.047700000000001
340200.0,-7.144899999999997
352800.0,-6.470999999999999
365400.0,-6.314599999999997
378000.0,-6.2081
390600.0,-6.138599999999994
403200.0,-6.3529
415800.0,-6.5818
428400.0,-6.799600000000001
441000.0,-6.5279
453600.0,-6.580300000000002
466200.0,-6.044100000000002
478800.0,-5.855499999999997
491400.0,-5.897899999999999
504000.0,-5.739999999999997
516600.0,-6.039999999999994
529200.0,-6.2589999999999995
541800.0,-6.448000000000002
554400.0,-6.244599999999998
567000.0,-6.2611
579600.0,-5.824500000000001
592200.0,-5.628199999999999
604800.0,-5.721499999999999
617400.0,-5.510099999999999
630000.0,-5.789400000000003
642600.0,-6.040800000000001
655200.0,-6.173999999999999
667800.0,-6.045199999999999
680400.0,-5.935899999999998
693000.0,-5.572399999999998
705600.0,-5.2444999999999995
718200.0,-5.457599999999999
730800.0,-5.239999999999998
743400.0,-5.541500000000003
756000.0,-5.785799999999997
768600.0,-5.877700000000003
781200.0,-5.788299999999999
793800.0,-5.7438
806400.0,-5.338
819000.0,-4.967199999999997
831600.0,-5.362800000000001
844200.0,-5.0514
856800.0,-5.382899999999999
869400.0,-5.511999999999997
882000.0,-5.633300000000002
894600.0,-5.492599999999999
907200.0,-5.517800000000001
919800.0,-5.061
932400.0,-4.814500000000002
945000.0,-5.224500000000001
957600.0,-4.756499999999999
970200.0,-5.236200000000004
982800.0,-5.271800000000002
995400.0,-5.4967999999999995
1008000.0,-5.305799999999999
1020600.0,-5.499199999999998
1033200.0,-4.938700000000001
1045800.0,-4.744899999999998
1058400.0,-5.141200000000001
1071000.0,-4.649299999999999
1083600.0,-5.193900000000002
1096200.0,-5.160699999999997
1108800.0,-5.463799999999999
1121400.0,-5.3048
1134000.0,-5.3538
1146600.0,-4.836499999999998
1159200.0,-4.6053
1171800.0,-5.075399999999999
1184400.0,-4.617900000000002
1197000.0,-5.0857
1209600.0,-5.081000000000002
1222200.0,-5.4081
