steps,return
28800.0,-143.27605892799576
57600.0,-88.9464693854849
86400.0,-51.27262385354662
115200.0,-93.85931721204092
144000.0,-24.57484149032432
172800.0,-54.27212281474196
201600.0,-58.78442559092937
230400.0,-49.884742542746125
259200.0,-95.33987714072555
288000.0,-25.79379228765015
316800.0,-51.76713286241101
345600.0,-41.01612509708531
374400.0,-45.65697544919972
403200.0,-93.70304800305604
432000.0,-24.73534198257541
460800.0,-55.20150604636859
489600.0,-26.89975720295337
518400.0,-43.85669292360091
547200.0,-106.15542972615248
576000.0,-26.610473102929113
604800.0,-54.715455937127594
633600.0,-15.194215889166701
662400.0,-38.21297578502342
691200.0,-98.01215440406384
720000.0,-28.556706997507185
748800.0,-62.26745590553025
