steps,return
12600.0,-8.583900000000003
25200.0,-8.019499999999997
37800.0,-7.328500000000002
50400.0,-6.959399999999998
63000.0,-7.169599999999997
75600.0,-7.223899999999998
88200.0,-7.344599999999999
100800.0,-6.8280999999999965
113400.0,-6.811799999999996
126000.0,-6.184299999999995
138600.0,-5.9437999999999995
151200.0,-5.841800000000003
163800.0,-5.636699999999998
176400.0,-5.941699999999998
189000.0,-6.012599999999998
201600.0,-6.1008999999999975
214200.0,-5.9168
226800.0,-5.845100000000001
239400.0,-5.329300000000003
252000.0,-5.003300000000001
264600.0,-5.2338999999999976
277200.0,-4.9252
289800.0,-5.2558
302400.0,-5.4034999999999975
315000.0,-5.558100000000002
327600.0,-5.431899999999999
340200.0,-5.475100000000002
352800.0,-4.955900000000004
365400.0,-4.6968
378000.0,-5.111599999999997
390600.0,-4.6296000000000035
403200.0,-5.0662
415800.0,-5.009199999999996
428400.0,-5.2688000000000015
441000.0,-5.0435
453600.0,-5.225799999999996
466200.0,-4.673300000000001
478800.0,-4.2498000000000005
491400.0,-4.9232
504000.0,-4.405000000000002
516600.0,-4.945100000000001
529200.0,-4.748199999999997
541800.0,-5.063300000000001
554400.0,-4.776400000000001
567000.0,-5.073299999999999
579600.0,-4.458600000000001
592200.0,-4.029299999999998
604800.0,-4.9527
617400.0,-4.2564
630000.0,-4.764999999999999
642600.0,-4.3965
655200.0,-4.7571
667800.0,-4.337900000000001
680400.0,-4.731800000000001
693000.0,-4.170499999999998
705600.0,-3.5017999999999994
718200.0,-4.560100000000001
730800.0,-3.6597
743400.0,-4.509199999999997
756000.0,-3.8303999999999996
768600.0,-4.6297
781200.0,-3.9159000000000015
793800.0,-4.271199999999999
806400.0,-3.8781999999999996
819000.0,-3.148099999999999
831600.0,-3.9760999999999993
844200.0,-3.4021000000000017
856800.0,-4.1667999999999985
869400.0,-3.673299999999998
882000.0,-4.291400000000004
894600.0,-3.633999999999999
907200.0,-3.7766999999999986
919800.0,-3.446499999999998
932400.0,-3.058199999999999
945000.0,-3.3748
957600.0,-3.2049999999999996
970200.0,-3.5924000000000023
982800.0,-3.5204999999999997
995400.0,-3.8700000000000006
1008000.0,-3.4030000000000014
1020600.0,-2.9899999999999993
1033200.0,-2.7269000000000005
1045800.0,-2.553099999999998
1058400.0,-2.3264
1071000.0,-2.8527
1083600.0,-2.9275999999999995
1096200.0,-3.002099999999999
1108800.0,-3.0911999999999966
1121400.0,-2.984000000000002
1134000.0,-2.3951000000000016
1146600.0,-1.8057999999999992
1159200.0,-2.2464
1171800.0,-2.1115999999999997
1184400.0,-2.9500999999999995
1197000.0,-2.758499999999998
1209600.0,-3.012899999999999
1222200.0,-2.8991000000000007
1234800.0,-3.1408999999999985
1247400.0,-2.2975
1260000.0,-1.9143999999999997
1272600.0,-2.1366
1285200.0,-1.9537000000000002
1297800.0,-2.860399999999999
1310400.0,-2.7302999999999997
1323000.0,-3.0201000000000016
1335600.0,-3.051400000000002
1348200.0,-3.105399999999998
1360800.0,-2.227900000000001
1373400.0,-1.9072000000000002
1386000.0,-2.0687
1398600.0,-1.8726000000000005
1411200.0,-2.594700000000002
1423800.0,-2.8940000000000006
1436400.0,-3.0528
1449000.0,-2.975899999999999
1461600.0,-3.170100000000001
1474200.0,-2.0368999999999997
1486800.0,-1.8884999999999994
1499400.0,-1.9517999999999993
1512000.0,-1.9140000000000004
1524600.0,-2.482700000000001
1537200.0,-2.962700000000001
1549800.0,-3.244899999999998
1562400.0,-3.088799999999998
1575000.0,-3.1746
1587600.0,-2.0725000000000002
1600200.0,-1.9323000000000008
1612800.0,-1.9804999999999982
1625400.0,-1.7934999999999997
1638000.0,-2.5283
1650600.0,-2.959399999999999
1663200.0,-2.9547000000000008
1675800.0,-3.0725000000000007
1688400.0,-3.164199999999999
1701000.0,-2.0737000000000005
1713600.0,-1.8071999999999997
1726200.0,-1.9563999999999995
1738800.0,-1.7647999999999997
1751400.0,-2.6078
1764000.0,-2.931599999999999
1776600.0,-3.086799999999998
1789200.0,-2.9436
1801800.0,-3.199999999999998
1814400.0,-2.0703
1827000.0,-1.8273000000000006
1839600.0,-1.9186999999999999
1852200.0,-1.7242
1864800.0,-2.552500000000001
1877400.0,-2.8878000000000013
1890000.0,-3.253100000000002
1902600.0,-2.885799999999998
1915200.0,-3.2920999999999974
1927800.0,-2.045100000000001
1940400.0,-1.7949999999999995
1953000.0,-1.8790000000000004
1965600.0,-1.7740000000000002
1978200.0,-2.566900000000002
1990800.0,-2.788300000000001
2003400.0,-3.1017000000000006
2016000.0,-2.874800000000001
2028600.0,-3.2983999999999987
2041200.0,-2.0726999999999993
2053800.0,-1.7695999999999998
2066400.0,-1.9284000000000021
2079000.0,-1.7133000000000005
2091600.0,-2.5510999999999995
2104200.0,-2.757799999999998
2116800.0,-3.1626999999999983
2129400.0,-2.822899999999997
2142000.0,-3.1985000000000006
2154600.0,-2.0111999999999988
2167200.0,-1.774999999999999
2179800.0,-1.9805000000000006
2192400.0,-1.757400000000001
2205000.0,-2.657100000000001
2217600.0,-2.7952999999999997
2230200.0,-3.082300000000002
2242800.0,-2.7680000000000002
2255400.0,-2.978799999999999
2268000.0,-2.0239000000000003
2280600.0,-1.7847999999999982
2293200.0,-1.9173000000000011
2305800.0,-1.7822000000000007
2318400.0,-2.4787999999999992
2331000.0,-2.7387999999999995
2343600.0,-3.0686
2356200.0,-2.765100000000002
2368800.0,-3.128100000000002
2381400.0,-2.1058
2394000.0,-1.778799999999999
2406600.0,-1.9308999999999998
2419200.0,-1.6959
2431800.0,-2.5524
2444400.0,-2.776899999999999
2457000.0,-3.1037000000000012
2469600.0,-2.9269999999999996
2482200.0,-3.1255999999999986
2494800.0,-1.9999999999999996
2507400.0,-1.7860999999999987
2520000.0,-1.9001
2532600.0,-1.7963000000000007
2545200.0,-2.484100000000003
2557800.0,-2.8456
